"","mpg","cyl","disp","hp","drat","wt","qsec","vs","am","gear","carb"
"1",-0.47863023878085,0.445940815255401,13.2476401608764,4.41464066253811,-0.527007711212598,0.259767332010975,-0.419857553237413,0.0286976586232383,-0.265710562932542,-0.688971405204049,0.829955576369923
"2",10.7963015039226,-2.83054964933694,-199.117175745472,-110.370313818617,0.752586476723959,-1.51651489091895,2.41342107263221,0.975706248289564,0.0644992106795582,0.44787875928598,-1.05180857137975
"3",4.91761446362218,-1.72967365998717,-74.5968648236783,-68.2919672141258,0.255391938484418,-0.723011619990816,1.41883412368866,0.445127770379574,0.696700767718812,0.310519301228866,-1.92098094326405
"4",9.27487701072059,-4.13637979021986,-327.017541689538,-123.750570393327,1.40879978024111,-1.57357090791889,1.22727988378208,0.927810312998815,0.719288706424809,0.915978568776862,-0.969912555356714
"5",1.39785611402737,-1.55725403622346,-146.73450802033,-74.807871456413,0.484430851225695,-0.920538375881248,1.27364196673074,0.269632566451396,0.329703094838265,-0.184169583768853,-1.44540306710262
"6",2.59599513401412,0.273990825315206,37.323290285476,56.9341433874087,0.424493236196127,-0.569175225654013,-2.58429018993407,-0.378673945379334,0.729992813281814,1.85012164154927,1.66606152305513
"7",-0.894891165530334,-0.539570075876664,-88.2127957359059,7.56635467366912,0.170368101142694,-0.42829632511017,0.605631013441717,0.161293662156099,0.235930671472641,0.625582182284171,1.23095486847993
"8",-8.5674238335326,2.58451262274144,273.739319270509,116.011378640446,-0.35082697937094,2.03090284485198,-1.89121718764069,-0.98918975773931,0.12716604681686,0.0694114575136646,2.61910092374173
"9",5.26527672369234,-2.50191798373316,-107.406242463311,-29.4262507234756,0.748165598378475,-0.642358221050869,0.34552102806961,0.0765712486219254,0.618750588421855,0.745305173739704,-0.904775013326083
"10",4.21550220534373,0.100798643927866,-54.1079572226967,-83.0904469409591,-0.49744103324327,-0.368750897470924,2.75389224641847,0.517023917640097,-0.559791272027376,-0.965879627769634,-2.34371360682221
"11",-8.54491815868111,1.99107232118641,153.95124386251,74.273944738203,-0.708752897561627,0.995603783883465,0.101405122242685,-0.138970020448527,-0.431576590720935,-1.1462128557743,0.459695044774881
"12",-4.60704794041419,0.308857486699636,66.1349673840086,32.9972340302044,-0.442587360952908,0.45849277483144,-0.469107329088046,0.0355928936320537,-0.430656510846266,-0.0702598808479333,-0.185489346488889
"13",2.90170403758921,-1.53893159116956,-132.539955278565,-65.1990106756222,-0.103699182278554,-0.387240309668639,0.172898908663701,0.314996980345815,0.09268180561623,0.504944066487368,0.58329177999605
"14",4.16399719912688,-0.432245640556219,18.3143836178162,-29.8131593829354,0.208464948929449,-1.13273906349512,-0.0016732187857101,0.0452141104308857,0.42943430921691,-0.228119178628038,-2.53435898892076
"15",4.48176464112098,0.52998598013445,-64.8262931669897,17.9132701386575,0.640767295422113,-1.82744686847972,-3.97765760654907,-0.290504212083334,0.849790822065258,0.747626981094687,0.18876966042151
"16",2.20359961575737,-1.15371684965709,-16.2195855048892,-17.8585087313008,-0.226980209051633,-0.617609401805602,0.797738976420611,0.237101690467952,0.143026694570925,-0.0702623583184322,-1.44782531530656
